"","Full.Name","College","Draft.Year","Position","Birth.Date","Height..Inches.","Weight","Breakout.Age","Breakout.Year","College.Dominator.Rating","College.YPR","Catch.Radius","Agility.Score","X20.Yard.Shuttle","Height.adjusted.Speed.Score","SPARQ.x","Broad.Jump","X3.Cone.Drill","X40.Yard.Dash","Burst.Score","Vertical.Jump","Hand.Size","Arm.Length","n_40","n_3c","n_20s","n_vj","n_he","n_al","n_bj","cr_score","bs_score","Had.Breakout","Draft.Date","Draft.Age","BMI","Late.Breakout.Date","Pick.Number","SOS.Rank","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","BestFinish","Success"
"328","jeff fuller","Texas A&M",2012,"WR",1990-04-20,76,223,18.4,2008,28.8,13.3,98.7051998306045,11.51,4.42,105.5,101.2,120,7.09,4.58,94.9108356687462,32,9.88,33.63,0.576470588235294,0.423357664233577,0.478991596638656,0.297297297297297,0.733333333333333,0.685479452054795,0.472222222222222,1.8370285405635,0.769519519519519,"Y",2012-04-01,21.9643835616438,27.1414473684211,2012-10-08,260,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"329","jeff janis","Saginaw Valley",2014,"WR",1991-06-09,75,219,20.2,2011,45.2,18.9,123.978239544228,10.62,3.98,117.9,134.1,123,6.64,4.42,107.234120324428,37.5,9,32.5,0.764705882352941,0.751824817518248,0.848739495798319,0.594594594594595,0.666666666666667,0.561643835616438,0.555555555555556,2.98380534892102,1.15015015015015,"Y",2014-04-01,22.827397260274,27.3701333333333,2014-10-08,236,260,177,169,126,186,300,300,300,300,300,300,300,300,300,300,126,0
"330","jeff maehl","Oregon",2011,"WR",1989-03-16,73,190,19.5,2008,36.4,14,113.829064351876,10.36,3.94,83.4,100.8,115,6.42,4.62,93.0392520030903,33.5,9.13,31.5,0.529411764705882,0.912408759124087,0.882352941176471,0.378378378378378,0.533333333333333,0.452054794520548,0.333333333333333,2.52328145205583,0.711711711711712,"Y",2011-04-01,22.0575342465753,25.0647401013323,2011-10-08,260,10,190,300,146,163,300,300,300,300,300,300,300,300,300,300,146,0
"331","jeff webb","San Diego State",2006,"WR",1982-01-31,74.13,211,21.68,2003,31,12,113.839985070364,10.89,4.08,111.265426,NA,126,6.81,4.43,109.05709142734,37,9.38,32.25,0.752941176470588,0.627737226277372,0.764705882352941,0.567567567567568,0.608666666666666,0.534246575342466,0.638888888888889,2.52377698511534,1.20645645645646,"Y",2006-04-01,24.1808219178082,26.9929145623747,2006-10-08,190,64,147,88,150,300,300,300,300,300,300,300,300,300,300,300,88,0
"332","jehu chesson","Michigan",2017,"WR",1993-12-29,75,204,21.7,2015,23.9,14.8,117.000933289107,10.79,4.09,105,108,132,6.7,4.47,111.828007503766,35.5,9.13,33.25,0.705882352941177,0.708029197080292,0.756302521008403,0.486486486486487,0.666666666666667,0.643835616438356,0.805555555555556,2.66720659036857,1.29204204204204,"Y",2017-04-01,23.2712328767123,25.4954666666667,2017-10-08,139,49,182,300,300,300,300,300,300,300,300,300,300,300,300,300,182,NA
"333","jenson stoshak","Florida Atlantic",2016,"WR",1994-04-01,72,199,21.4,2015,24.4,14.4,96.348683234488,10.78,4.13,82.5,111.7,118,6.65,4.67,94.8622231060019,33,NA,30.125,0.470588235294118,0.744525547445255,0.722689075630252,0.351351351351351,0.466666666666667,0.301369863013699,0.416666666666667,1.73010042223829,0.768018018018018,"Y",2016-04-01,22.0164383561644,26.9863040123457,2016-10-08,260,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"334","jeremy butler","Tennessee-Martin",2014,"WR",1991-04-22,74,224,21.4,2012,50.8,13.4,NA,11.47,4.28,97.1,104.9,114,7.19,4.65,96.5150502393084,36,9.5,NA,0.494117647058823,0.350364963503649,0.596638655462185,0.513513513513513,0.6,NA,0.305555555555556,NA,0.819069069069069,"Y",2014-04-01,22.958904109589,28.7567567567568,2014-10-08,260,146,300,92,184,300,300,300,300,300,300,300,300,300,300,300,92,0
"335","jeremy gallon","Michigan",2014,"WR",1990-02-09,67,185,22.6,2012,42.7,15.4,93.4710601062285,11.33,4.26,83.6,110.2,130,7.07,4.49,117.029551717407,39.5,9.38,29.5,0.68235294117647,0.437956204379562,0.613445378151261,0.702702702702703,0.133333333333333,0.232876712328767,0.75,1.59952683457039,1.4527027027027,"Y",2014-04-01,24.1561643835616,28.9719313878369,2014-10-08,244,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"336","jeremy johnson","SMU",2014,"WR",1991-11-08,72,179,20.8,2012,26.6,9.9,84.9541813436658,11.35,4.44,73,87.6,114,6.91,4.69,90.3898673335255,32.5,8.75,31.125,0.447058823529411,0.554744525547445,0.46218487394958,0.324324324324324,0.466666666666667,0.410958904109589,0.305555555555556,1.21306920402131,0.62987987987988,"Y",2014-04-01,22.4109589041096,24.274112654321,2014-10-08,260,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"337","jeremy kerley","TCU",2011,"WR",1988-11-08,69,188,21.8,2010,26.9,10.3,98.5196833459331,10.69,3.99,78,110.6,120,6.7,4.62,99.285966315734,34.5,9,30,0.529411764705882,0.708029197080292,0.840336134453781,0.432432432432432,0.266666666666667,0.287671232876712,0.472222222222222,1.82861063735123,0.904654654654655,"Y",2011-04-01,22.4082191780822,27.7597143457257,2011-10-08,153,76,89,44,60,83,119,53,108,300,300,300,300,300,300,300,44,0
"338","jeremy maclin","Missouri",2009,"WR",1988-05-11,72,198,19.3,2007,29.5,12.4,98.0349117274936,11.31,4.25,97,106.1,120,7.06,4.48,101.036018574529,35.5,9.25,32.25,0.694117647058823,0.445255474452555,0.621848739495798,0.486486486486487,0.466666666666667,0.534246575342466,0.472222222222222,1.80661388287786,0.958708708708709,"Y",2009-04-01,20.9041095890411,26.8506944444444,2009-10-08,19,45,35,14,31,22,300,9,15,71,66,300,300,300,300,300,9,1
"339","jeremy ross","California",2012,"WR",1988-03-16,72,209,24.5808219178082,NA,7.3,13.7,NA,11.39,4.19,101.4,127.2,115,7.2,4.49,102.664539426463,39,NA,NA,0.68235294117647,0.343065693430657,0.672268907563025,0.675675675675676,0.466666666666667,NA,0.333333333333333,NA,1.00900900900901,"N",2012-04-01,24.0602739726027,28.342399691358,2012-10-08,260,29,300,132,99,156,159,300,300,300,300,300,300,300,300,300,99,0
"340","jermaine jones","St. Augustines",2014,"WR",NA,75,194,NA,NA,19.1,10.2,98.2636112784711,11.82,4.35,97.2,96.7,125,7.47,4.5,102.032576110787,33.5,NA,33.625,0.670588235294117,0.145985401459854,0.53781512605042,0.378378378378378,0.666666666666667,0.684931506849315,0.611111111111111,1.81699123930647,0.98948948948949,"N",2014-04-01,NA,24.2456888888889,2014-10-08,260,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"341","jermaine kearse","Washington",2012,"WR",1990-02-06,73,209,18.6,2008,36.1,14.9,98.0078423437435,11.15,4.12,95,106.8,119,7.03,4.58,97.5116077755667,34,9.25,32.13,0.576470588235294,0.467153284671533,0.73109243697479,0.405405405405405,0.533333333333333,0.521095890410959,0.444444444444444,1.80538559606104,0.84984984984985,"Y",2012-04-01,22.1643835616438,27.5712141114656,2012-10-08,260,24,173,90,76,48,80,28,300,300,300,300,300,300,300,300,28,1
"342","jerome lane","Akron",2017,"WR",1996-03-09,74,226,19.5,2015,33.2,18.2,101.342215118155,10.99,4.12,102.3,112.9,125,6.87,4.6,104.65765449898,35,9.75,31.5,0.552941176470589,0.583941605839416,0.73109243697479,0.459459459459459,0.6,0.452054794520548,0.611111111111111,1.95668442720452,1.07057057057057,"Y",2017-04-01,21.0767123287671,29.0135135135135,2017-10-08,260,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"343","jerome simpson","Coastal Carolina",2008,"WR",1986-02-04,74,189,18.6,2004,59.6,17,104.961659968031,11.6,4.52,96,99.5,136,7.08,4.47,118.925441664435,37.5,11,34.25,0.705882352941177,0.430656934306569,0.394957983193278,0.594594594594595,0.6,0.753424657534247,0.916666666666667,2.12091854624991,1.51126126126126,"Y",2008-04-01,22.1698630136986,24.2635135135135,2008-10-08,46,168,173,176,93,45,106,57,300,159,300,300,300,300,300,300,45,0
"344","jerrel jernigan","Troy",2011,"WR",1989-06-14,69,189,19.2,2008,21.8,9.8,97.3397123578499,11.32,4.25,90.3,104.4,117,7.07,4.46,101.83812585981,37.5,9.25,32,0.717647058823529,0.437956204379562,0.621848739495798,0.594594594594595,0.266666666666667,0.506849315068493,0.388888888888889,1.77506886402275,0.983483483483484,"Y",2011-04-01,21.8109589041096,27.9073724007561,2011-10-08,83,134,193,174,87,161,300,300,300,300,300,300,300,300,300,300,87,0
"345","jerricho cotchery","NC State",2004,"WR",1982-06-16,72,203,19.2,2001,29.2,15.9,107.594179930683,10.87,3.92,94.3,119.6,121,6.95,4.54,102.810377114696,36,NA,32.25,0.623529411764706,0.525547445255474,0.899159663865546,0.513513513513513,0.466666666666667,0.534246575342466,0.5,2.24037045527692,1.01351351351351,"Y",2004-04-01,21.8082191780822,27.5287422839506,2004-10-08,108,24,300,300,19,20,27,32,75,110,123,36,68,65,300,300,19,1
"346","jhajuan seales","Oklahoma State",2017,"WR",1993-11-26,73,206,23.8821917808219,NA,14.2,16.6,NA,11.63,4.36,95.3,117.6,123,7.27,4.56,114.234329359609,41.5,NA,NA,0.6,0.291970802919708,0.529411764705882,0.810810810810811,0.533333333333333,NA,0.555555555555556,NA,1.36636636636637,"N",2017-04-01,23.3616438356164,27.175455057234,2017-10-08,260,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"347","jimmie hunt","Missouri",2015,"WR",1990-09-04,72,215,24,2014,27.2,17.5,83.3920835035178,11.46,4.46,94.7,90.3,116,7,4.6,90.4384798962698,31.5,9.5,30.375,0.552941176470589,0.489051094890511,0.445378151260504,0.27027027027027,0.466666666666667,0.328767123287671,0.361111111111111,1.1421882337951,0.631381381381381,"Y",2015-04-01,24.5890410958904,29.1560570987654,2015-10-08,260,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"348","joe adams","Arkansas",2012,"WR",1989-11-22,70.63,179,19.89,2009,23.5,12,NA,NA,NA,79.73550179,NA,123,7.09,4.51,104.609041936236,36,9.38,31.88,0.658823529411765,0.423357664233577,NA,0.513513513513513,0.375333333333333,0.493698630136986,0.555555555555556,NA,1.06906906906907,"Y",2012-04-01,22.372602739726,25.2249284763818,2012-10-08,104,20,186,300,300,300,300,300,300,300,300,300,300,300,300,300,186,0
"349","joe morgan","Walsh",2011,"WR",1988-03-23,72,184,21.5,2009,49.3,15.9,NA,11.16,4.25,93.4,100.8,123,6.91,4.44,103.734015806838,35.5,9.125,NA,0.741176470588235,0.554744525547445,0.621848739495798,0.486486486486487,0.466666666666667,NA,0.555555555555556,NA,1.04204204204204,"Y",2011-04-01,23.0383561643836,24.9521604938272,2011-10-08,260,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,0
"350","john brown","Pittsburg State",2014,"WR",1990-04-03,70,179,21.4,2011,42.4,19.6,104.509321761359,11.03,4.12,96.8,108.3,119,6.91,4.34,101.886738422555,36.5,8.5,30.5,0.858823529411765,0.554744525547445,0.73109243697479,0.540540540540541,0.333333333333333,0.342465753424658,0.444444444444444,2.10039347404557,0.984984984984985,"Y",2014-04-01,24.0109589041096,25.6810204081633,2014-10-08,91,260,53,25,74,88,300,300,300,300,300,300,300,300,300,300,25,1
"351","john harris","Texas",2015,"WR",1991-11-11,74,218,22.8,2014,45.2,15.5,97.1061834236629,11.27,4.45,95.4,102.5,118,6.82,4.64,95.7372492353995,33.5,9.25,33.25,0.505882352941177,0.620437956204379,0.453781512605042,0.378378378378378,0.6,0.643835616438356,0.416666666666667,1.7644723719173,0.795045045045045,"Y",2015-04-01,23.4027397260274,27.9864864864865,2015-10-08,260,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"352","john ross","Washington",2017,"WR",1995-11-27,71,188,18.8,2014,34.1,18,NA,NA,NA,115.3,NA,133,NA,4.22,115.352418302728,37,8.75,31.5,1,NA,NA,0.567567567567568,0.4,0.452054794520548,0.833333333333333,NA,1.4009009009009,"Y",2017-04-01,21.358904109589,26.2178139258084,2017-10-08,9,53,199,300,300,300,300,300,300,300,300,300,300,300,300,300,199,NA
"353","johnny holton","Cincinnati",2016,"WR",1990-08-22,73,190,25,2015,22,27.1,99.3623288155393,11.1,4.2,89.4,91.9,123,6.9,4.54,96.7338067716578,31.5,9.88,32.88,0.623529411764706,0.562043795620438,0.663865546218487,0.27027027027027,0.533333333333333,0.603287671232877,0.555555555555556,1.86684609668504,0.825825825825826,"Y",2016-04-01,25.627397260274,25.0647401013323,2016-10-08,260,69,170,110,300,300,300,300,300,300,300,300,300,300,300,300,110,NA
"354","johnny knox","Abilene Christian",2009,"WR",1986-11-03,71.5,185,20.93,2007,37.4,18.7,NA,10.96,4.15,103.1625817,NA,122,6.81,4.29,101.959657266671,35,NA,NA,0.917647058823529,0.627737226277372,0.705882352941176,0.459459459459459,0.433333333333333,NA,0.527777777777778,NA,0.987237237237237,"Y",2009-04-01,22.4246575342466,25.4398748105042,2009-10-08,140,260,56,32,57,300,300,300,300,300,300,300,300,300,300,300,32,0
"355","jojo natson","Akron",2017,"WR",1994-02-01,69,159,22.6,2016,33.7,14.2,NA,11.39,4.19,72.7,102.7,122,7.2,4.51,100.209605007876,34,NA,NA,0.658823529411765,0.343065693430657,0.672268907563025,0.405405405405405,0.266666666666667,NA,0.527777777777778,NA,0.933183183183183,"Y",2017-04-01,23.1780821917808,23.4776307498425,2017-10-08,260,107,181,300,300,300,300,300,300,300,300,300,300,300,300,300,181,NA
"356","jon baldwin","Pittsburgh",2011,"WR",1989-08-10,76,230,19.1,2008,34.5,17.5,116.610289952349,11.41,4.34,116.8,125,129,7.07,4.5,120.505349953625,42,10.13,33.63,0.670588235294117,0.437956204379562,0.546218487394958,0.837837837837838,0.733333333333333,0.685479452054795,0.722222222222222,2.64948095372137,1.56006006006006,"Y",2011-04-01,21.6547945205479,27.9934210526316,2011-10-08,26,38,107,99,166,300,300,300,300,300,300,300,300,300,300,300,99,0
"357","jonathan krause","Vanderbilt",2014,"WR",1992-01-18,71,187,21.6,2013,23.8,17,NA,10.98,4.04,95.3,116,128,6.94,4.42,111.730782378277,37.5,NA,NA,0.764705882352941,0.532846715328467,0.798319327731092,0.594594594594595,0.4,NA,0.694444444444444,NA,1.28903903903904,"Y",2014-04-01,22.2164383561644,26.0783574687562,2014-10-08,260,50,300,185,300,300,300,300,300,300,300,300,300,300,300,300,185,0
"358","jordan harris","Bryant College",2014,"WR",1991-12-08,74,215,18.7,2010,40.8,16.1,NA,11.68,4.39,89.3,86.1,119,7.29,4.7,98.3866339049643,34.5,9.5,NA,0.435294117647059,0.277372262773723,0.504201680672269,0.432432432432432,0.6,NA,0.444444444444444,NA,0.876876876876877,"Y",2014-04-01,22.3287671232877,27.6013513513514,2014-10-08,260,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"359","jordan leslie","BYU",2015,"WR",1991-10-31,74,205,19.8,2011,28.5,16.7,108.223515257456,10.95,4.08,100.5,118.9,130,6.87,4.51,110.904368811624,36,10.25,32.25,0.658823529411765,0.583941605839416,0.764705882352941,0.513513513513513,0.6,0.534246575342466,0.75,2.26892686026823,1.26351351351351,"Y",2015-04-01,23.4328767123288,26.3175675675676,2015-10-08,260,69,300,300,183,300,300,300,300,300,300,300,300,300,300,300,183,0
"360","jordan matthews","Vanderbilt",2014,"WR",1992-07-16,75,212,18.1,2010,48.3,13.2,110.013978017828,11.13,4.18,110.1,123.3,120,6.95,4.46,101.036018574529,35.5,10.38,33.25,0.717647058823529,0.525547445255474,0.680672268907563,0.486486486486487,0.666666666666667,0.643835616438356,0.472222222222222,2.35017000288536,0.958708708708709,"Y",2014-04-01,21.7232876712329,26.4952888888889,2014-10-08,42,50,25,16,43,99,300,300,300,300,300,300,300,300,300,300,16,1
"361","jordan norwood","Penn State",2009,"WR",1986-09-29,71,180,20.9,2007,26.1,15.5,98.0539492754584,11,4.2,76.9,102.3,119,6.8,4.62,104.511816810747,38,NA,30.75,0.529411764705882,0.635036496350365,0.663865546218487,0.621621621621622,0.4,0.36986301369863,0.444444444444444,1.80747772113164,1.06606606606607,"Y",2009-04-01,22.5205479452055,25.102162269391,2009-10-08,260,55,300,300,102,134,300,300,121,110,300,300,300,300,300,300,102,0
"362","jordan payton","UCLA",2016,"WR",1993-09-01,73,207,21,2014,27.2,14.2,97.4093065992494,11.41,4.33,103.7,NA,121,7.08,4.47,100.185298726504,34.5,10.13,32.5,0.705882352941177,0.430656934306569,0.554621848739496,0.432432432432432,0.533333333333333,0.561643835616438,0.5,1.77822673750914,0.932432432432432,"Y",2016-04-01,22.5972602739726,27.3073747419779,2016-10-08,154,34,194,300,300,300,300,300,300,300,300,300,300,300,300,300,194,NA
"363","jordan shipley","Texas",2010,"WR",1985-12-23,71.25,193,21.79,2007,42,12.8,NA,NA,NA,80.85318342,NA,116,NA,4.6,99.1887411902454,36.5,9.63,30.5,0.552941176470589,NA,NA,0.540540540540541,0.416666666666667,0.342465753424658,0.361111111111111,NA,0.901651651651652,"Y",2010-04-01,24.2876712328767,26.7265497076023,2010-10-08,84,38,52,170,105,300,300,300,300,300,300,300,300,300,300,300,52,0
"364","jordan taylor","Rice",2015,"WR",1992-02-18,77,204,20.6,2012,32.5,15.5,108.654991247396,11.15,4.46,98.7,91.9,122,6.69,4.57,104.584735654864,36.5,9.125,32.375,0.588235294117647,0.715328467153284,0.445378151260504,0.540540540540541,0.8,0.547945205479452,0.527777777777778,2.28850529896155,1.06831831831832,"Y",2015-04-01,23.1315068493151,24.1882273570585,2015-10-08,260,77,300,112,132,300,300,300,300,300,300,300,300,300,300,300,112,0
"365","jordan westerkamp","Nebraska",2017,"WR",1994-06-23,71,194,20.2,2014,30.5,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,"Y",2017-04-01,22.7890410958904,27.0545526681214,2017-10-08,260,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"366","jordan white","Western Michigan",2012,"WR",1988-06-04,71.75,208,21.35,2009,43,13.6,97.3433937213111,10.97,4.13,86.10963505,NA,119,6.84,4.63,99.2616600343618,35,9.25,31.5,0.51764705882353,0.605839416058394,0.722689075630252,0.459459459459459,0.45,0.452054794520548,0.444444444444444,1.77523590772973,0.903903903903904,"Y",2012-04-01,23.841095890411,28.4036955650791,2012-10-08,244,99,190,300,300,300,300,300,300,300,300,300,300,300,300,300,190,0
"367","jordan williams-lambert","Ball State",2016,"WR",1994-05-09,75,227,19.3,2013,41.1,12.8,NA,11.48,4.45,96.4,105.6,116,7.03,4.69,93.9385844138601,33.5,9.125,NA,0.447058823529411,0.467153284671533,0.453781512605042,0.378378378378378,0.666666666666667,NA,0.361111111111111,NA,0.739489489489489,"Y",2016-04-01,21.9123287671233,28.3699555555556,2016-10-08,260,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"368","jordy nelson","Kansas State",2008,"WR",1985-05-31,75,217,20.3,2005,49.6,13.2,97.0204298798706,11.38,4.35,107.8,103.6,123,7.03,4.51,95.8587806422602,31,10,32.5,0.658823529411765,0.467153284671533,0.53781512605042,0.243243243243243,0.666666666666667,0.561643835616438,0.555555555555556,1.76058126200849,0.798798798798799,"Y",2008-04-01,22.8520547945205,27.1201777777778,2008-10-08,36,38,80,95,62,4,38,13,3,300,2,46,300,300,300,300,2,1
"369","josh barge","Jacksonville State",2017,"WR",1992-10-24,72,184,20.9,2013,36,14.3,NA,11.82,4.44,67.2,74.3,113,7.38,4.82,88.6155087933583,32,NA,NA,0.294117647058823,0.211678832116788,0.46218487394958,0.297297297297297,0.466666666666667,NA,0.277777777777778,NA,0.575075075075075,"Y",2017-04-01,24.4520547945205,24.9521604938272,2017-10-08,260,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"370","josh bellamy","Louisville",2012,"WR",1989-05-18,72,206,21.3,2010,16.9,13.8,115.374420909114,10.8,4.13,97.4,119.2,124,6.67,4.52,106.383400476403,36.5,NA,34.5,0.647058823529412,0.72992700729927,0.722689075630252,0.540540540540541,0.466666666666667,0.780821917808219,0.583333333333333,2.59340277820279,1.12387387387387,"Y",2012-04-01,22.8876712328767,27.9355709876543,2012-10-08,260,60,300,300,187,105,105,89,300,300,300,300,300,300,300,300,89,0
"371","josh boyce","TCU",2013,"WR",1991-05-06,71,206,19.3,2010,31.3,13.5,107.762246921309,10.78,4.1,108.9,129.1,131,6.68,4.38,108.303596704803,34,9.28,31.28,0.811764705882353,0.722627737226277,0.747899159663866,0.405405405405405,0.4,0.427945205479452,0.777777777777778,2.24799657897572,1.18318318318318,"Y",2013-04-01,21.9205479452055,28.7280301527475,2013-10-08,102,16,135,300,300,300,300,300,300,300,300,300,300,300,300,300,135,0
"372","josh cooper","Oklahoma State",2012,"WR",1989-01-08,71,190,23.7643835616438,NA,13.2,10.1,80.9363442394582,11.47,4.35,75.7,84.7,115,7.12,4.7,89.5391474855001,31.5,9.5,31,0.435294117647059,0.401459854014598,0.53781512605042,0.27027027027027,0.4,0.397260273972603,0.333333333333333,1.03075783732094,0.603603603603604,"N",2012-04-01,23.2438356164384,26.4967268399127,2012-10-08,260,3,141,151,300,300,300,300,300,300,300,300,300,300,300,300,141,0
"373","josh doctson","TCU",2016,"WR",1992-12-03,74,202,18.8,2011,38.6,16.8,115.950891579558,10.92,4.08,99.9,118.8,131,6.84,4.5,120.553962516369,41,9.88,31.88,0.670588235294117,0.605839416058394,0.764705882352941,0.783783783783784,0.6,0.493698630136986,0.777777777777778,2.61956042299161,1.56156156156156,"Y",2016-04-01,23.3424657534247,25.9324324324324,2016-10-08,22,38,171,56,300,300,300,300,300,300,300,300,300,300,300,300,56,NA
"374","josh gordon","Baylor",2012,"WR",1991-04-13,75,225,19.4,2010,25,17,NA,NA,NA,106,NA,121,NA,4.57,102.810377114696,36,NA,33.33333333,0.588235294117647,NA,NA,0.513513513513513,0.666666666666667,0.652968036164384,0.5,NA,1.01351351351351,"Y",2012-04-01,20.9835616438356,28.12,2012-10-08,33,10,40,2,103,300,300,102,300,300,300,300,300,300,300,300,2,1
"375","josh harper","Fresno State",2015,"WR",1991-12-01,73,191,21.8,2013,31.5,12.8,84.6800734320678,11.51,4.36,82.4,90,108,7.15,4.64,84.1188467395097,32,8.75,30.88,0.505882352941177,0.37956204379562,0.529411764705882,0.297297297297297,0.533333333333333,0.384109589041096,0.138888888888889,1.20063142053465,0.436186186186186,"Y",2015-04-01,23.3479452054795,25.1966597860762,2015-10-08,260,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"376","josh huff","Oregon",2014,"WR",1991-10-14,71,206,20.9,2012,33.8,18.4,98.2005298577762,11.08,4.12,96.9,111,116,6.96,4.51,97.4386889314503,35.5,9.38,31.25,0.658823529411765,0.518248175182482,0.73109243697479,0.486486486486487,0.4,0.424657534246575,0.361111111111111,1.81412888831463,0.847597597597598,"Y",2014-04-01,22.4794520547945,28.7280301527475,2014-10-08,86,29,143,89,130,300,300,300,300,300,300,300,300,300,300,300,89,0
"377","josh lenz","Iowa State",2015,"WR",1990-09-22,72,195,21,2011,19,14.8,NA,10.79,4.2,99,124.5,121,6.59,4.44,107.185507761684,38.5,NA,NA,0.741176470588235,0.788321167883212,0.663865546218487,0.648648648648649,0.466666666666667,NA,0.5,NA,1.14864864864865,"Y",2015-04-01,24.5397260273973,26.4438657407407,2015-10-08,260,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"378","josh magee","South Alabama",2017,"WR",1991-10-01,70,184,23.9,2015,32.1,16.8,NA,11.17,4.26,83.1,96.9,107,6.91,4.54,82.3444881993424,31.5,NA,NA,0.623529411764706,0.554744525547445,0.613445378151261,0.27027027027027,0.333333333333333,NA,0.111111111111111,NA,0.381381381381381,"Y",2017-04-01,25.5178082191781,26.3983673469388,2017-10-08,260,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"379","josh malone","Tennessee",2017,"WR",1996-03-21,75,208,20.5,2016,35.3,19.4,101.45708870839,11.24,4.19,114,102.4,121,7.05,4.4,93.1850896913233,30.5,9.63,31.38,0.788235294117646,0.452554744525547,0.672268907563025,0.216216216216216,0.666666666666667,0.438904109589041,0.5,1.96189687377475,0.716216216216216,"Y",2017-04-01,21.0438356164384,25.9953777777778,2017-10-08,128,31,140,300,300,300,300,300,300,300,300,300,300,300,300,300,140,NA
"380","josh morgan","Virginia Tech",2008,"WR",1985-06-20,73,219,20.2,2005,24.7,12,106.676759668443,11.35,4.29,105.9,113.2,120,7.06,4.51,109.786279868505,40.5,10.25,32.875,0.658823529411765,0.445255474452555,0.588235294117647,0.756756756756757,0.533333333333333,0.602739726027397,0.472222222222222,2.19874205235525,1.22897897897898,"Y",2008-04-01,22.7972602739726,28.8904109589041,2008-10-08,174,36,86,53,55,119,64,118,128,300,300,300,300,300,300,300,53,0
"381","josh reynolds","Texas A&M",2017,"WR",1995-02-16,75,194,19.6,2014,39.7,17,108.640210056158,10.96,4.13,95.5,NA,124,6.83,4.52,107.258426605801,37,9.38,31.5,0.647058823529412,0.613138686131387,0.722689075630252,0.567567567567568,0.666666666666667,0.452054794520548,0.583333333333333,2.28783459502152,1.1509009009009,"Y",2017-04-01,22.1369863013699,24.2456888888889,2017-10-08,117,40,131,300,300,300,300,300,300,300,300,300,300,300,300,300,131,NA
"382","josh stewart","Oklahoma State",2014,"WR",1992-10-22,70,178,19.9,2012,20.3,11.8,82.1436605510106,11.43,4.33,70.6,87.9,117,7.1,4.69,97.4629952128224,35,9.38,30,0.447058823529411,0.416058394160584,0.554621848739496,0.459459459459459,0.333333333333333,0.287671232876712,0.388888888888889,1.0855404183689,0.848348348348348,"Y",2014-04-01,21.4547945205479,25.5375510204082,2014-10-08,260,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"383","juju smith-schuster","USC",2017,"WR",1996-11-22,73,215,18.8,2015,31.9,14.7,100.684439303568,11.07,4.19,101.2,106.6,120,6.88,4.54,95.7858617981438,32.5,10.5,32.88,0.623529411764706,0.576642335766423,0.672268907563025,0.324324324324324,0.533333333333333,0.603287671232877,0.472222222222222,1.92683752086424,0.796546546546547,"Y",2017-04-01,20.3698630136986,28.3627322199287,2017-10-08,62,17,21,300,300,300,300,300,300,300,300,300,300,300,300,300,21,1
"384","julian edelman","Kent State",2009,"WR",1986-05-22,70,198,23.3972602739726,NA,NA,NA,NA,10.54,3.92,87.1,116.2,123,6.62,4.57,105.484068065633,36.5,NA,NA,0.588235294117647,0.766423357664233,0.899159663865546,0.540540540540541,0.333333333333333,NA,0.555555555555556,NA,1.0960960960961,"N",2009-04-01,22.8767123287671,28.4069387755102,2009-10-08,232,119,82,145,155,87,14,17,35,14,300,300,300,300,300,300,14,1
