"","Full.Name","College","Draft.Year","Position","Birth.Date","Height..Inches.","Weight","Breakout.Age","Breakout.Year","College.Dominator.Rating","College.YPR","Catch.Radius","Agility.Score","X20.Yard.Shuttle","Height.adjusted.Speed.Score","SPARQ.x","Broad.Jump","X3.Cone.Drill","X40.Yard.Dash","Burst.Score","Vertical.Jump","Hand.Size","Arm.Length","n_40","n_3c","n_20s","n_vj","n_he","n_al","n_bj","cr_score","bs_score","Had.Breakout","Draft.Date","Draft.Age","BMI","Late.Breakout.Date","Pick.Number","SOS.Rank","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","BestFinish","Success"
"385","julian talley","Massachusetts",2012,"WR",1989-06-09,73,192,21.2,2010,30.2,12.6,NA,10.74,4.09,84.3,112.6,128,6.65,4.62,118.730991413457,41.5,NA,NA,0.529411764705882,0.744525547445255,0.756302521008403,0.810810810810811,0.533333333333333,NA,0.694444444444444,NA,1.50525525525526,"Y",2012-04-01,22.827397260274,25.32857947082,2012-10-08,260,154,300,191,300,300,300,300,300,300,300,300,300,300,300,300,191,0
"386","julio jones","Alabama",2011,"WR",1989-02-03,75,220,19.6,2008,34.4,14.5,122.648594070601,10.91,4.25,121.7,122.1,135,6.66,4.39,119.77616151246,38.5,9.75,33.75,0.8,0.737226277372263,0.621848739495798,0.648648648648649,0.666666666666667,0.698630136986301,0.888888888888889,2.92347202100434,1.53753753753754,"Y",2011-04-01,22.1698630136986,27.4951111111111,2011-10-08,6,14,21,11,63,6,2,6,7,300,300,300,300,300,300,300,2,1
"387","junior hemingway","Michigan",2012,"WR",1988-12-27,73,222,21.7,2010,24.8,20.6,115.122350456727,10.57,3.98,105.4,129.2,124,6.59,4.53,104.633348217608,35.5,9.63,32.5,0.635294117647058,0.788321167883212,0.848739495798319,0.486486486486487,0.533333333333333,0.561643835616438,0.583333333333333,2.58196495544205,1.06981981981982,"Y",2012-04-01,23.2767123287671,29.2861700131357,2012-10-08,238,40,300,120,135,300,300,300,300,300,300,300,300,300,300,300,120,0
"388","juron criner","Arizona",2012,"WR",1989-12-12,74,220,19.7,2009,34.9,13.8,95.555318814216,11.45,4.3,93,107.8,117,7.15,4.68,102.713151989208,38,10.5,32,0.458823529411765,0.37956204379562,0.579831932773109,0.621621621621622,0.6,0.506849315068493,0.388888888888889,1.69410111514847,1.01051051051051,"Y",2012-04-01,22.3178082191781,28.2432432432432,2012-10-08,168,18,124,165,300,300,300,300,300,300,300,300,300,300,300,300,124,0
"389","justin blackmon","Oklahoma State",2012,"WR",1990-01-09,73,207,20.7,2010,44,14.3,94.202501389466,11.51,4.38,98.3,101.2,123,7.13,4.53,102.858989677441,35,9.25,32.5,0.635294117647058,0.394160583941606,0.512605042016807,0.459459459459459,0.533333333333333,0.561643835616438,0.555555555555556,1.63271634836836,1.01501501501502,"Y",2012-04-01,22.241095890411,27.3073747419779,2012-10-08,5,3,29,93,300,300,300,300,300,300,300,300,300,300,300,300,29,1
"390","justin brown","Oklahoma",2013,"WR",1991-03-10,75,209,20.5,2011,19.8,12,92.3219233878225,11.27,4.31,91.9,85.8,117,6.96,4.65,89.5877600482444,30.5,9.5,31.625,0.494117647058823,0.518248175182482,0.571428571428572,0.216216216216216,0.666666666666667,0.465753424657534,0.388888888888889,1.54738418163934,0.605105105105105,"Y",2013-04-01,22.0767123287671,26.1203555555556,2013-10-08,186,5,300,137,300,300,300,300,300,300,300,300,300,300,300,300,137,0
"391","justin hardy","East Carolina",2015,"WR",1991-12-18,70,192,19.7,2011,31.6,12.3,103.194574726697,10.84,4.21,85.2,100.7,114,6.63,4.56,97.390076368706,36.5,10,32.13,0.6,0.759124087591241,0.65546218487395,0.540540540540541,0.333333333333333,0.521095890410959,0.305555555555556,2.04073617024313,0.846096096096096,"Y",2015-04-01,23.3013698630137,27.5461224489796,2015-10-08,107,105,123,99,96,300,300,300,300,300,300,300,300,300,300,300,96,0
"392","justin harper","Virginia Tech",2008,"WR",1985-02-24,75.5,213,22.61,2007,26,15.7,94.6874653258238,11.46,4.43,98.49877902,NA,120,7.03,4.62,88.7856527629633,28.5,9.25,33.38,0.529411764705882,0.467153284671533,0.470588235294118,0.108108108108108,0.7,0.658082191780822,0.472222222222222,1.6547218293634,0.58033033033033,"Y",2008-04-01,23.1150684931507,26.2688478575501,2008-10-08,215,36,300,177,300,300,300,300,300,300,300,300,300,300,300,300,177,0
"393","justin hunter","Tennessee",2013,"WR",1991-05-20,76,196,19.3,2010,27.2,14.8,111.774200525309,11.52,4.33,105,109.8,136,7.19,4.44,122.425546182025,39.5,9.38,33.28,0.741176470588235,0.350364963503649,0.554621848739496,0.702702702702703,0.733333333333333,0.647123287671233,0.916666666666667,2.43004097891365,1.61936936936937,"Y",2013-04-01,21.8821917808219,23.8552631578947,2013-10-08,34,25,92,80,103,108,164,300,300,300,300,300,300,300,300,300,80,0
"394","justin veltung","Idaho",2013,"WR",1991-03-30,71,182,22.5424657534247,NA,3.1,19.9,NA,10.94,4.15,85.6,105.6,129,6.79,4.51,119.630323824227,41.5,NA,NA,0.658823529411765,0.642335766423358,0.705882352941176,0.810810810810811,0.4,NA,0.722222222222222,NA,1.53303303303303,"N",2013-04-01,22.0219178082192,25.3810751834953,2013-10-08,260,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,0
"395","k.j. brent","Wake Forest",2016,"WR",1993-08-06,75,202,23.1890410958904,NA,14.5,13.9,NA,11.19,4.3,93.5,89.1,118,6.89,4.59,96.612275364797,34,NA,NA,0.564705882352941,0.569343065693431,0.579831932773109,0.405405405405405,0.666666666666667,NA,0.416666666666667,NA,0.822072072072072,"N",2016-04-01,22.6684931506849,25.2455111111111,2016-10-08,260,41,300,202,300,300,300,300,300,300,300,300,300,300,300,300,202,NA
"396","k.j. maye","Minnesota",2016,"WR",1994-02-25,68,191,21.5,2015,30.5,10.6,78.3312217233252,11.53,4.35,75.5,86.8,113,7.18,4.66,90.3655610521534,33,8.5,30.25,0.48235294117647,0.357664233576642,0.53781512605042,0.351351351351351,0.2,0.315068493150685,0.277777777777778,0.912549101122852,0.629129129129129,"Y",2016-04-01,22.1123287671233,29.0382785467128,2016-10-08,260,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"397","kadron boone","LSU",2014,"WR",1991-09-13,72,193,21,2012,15.1,13.4,83.1718714487773,11.97,4.6,91.2,84.5,118,7.37,4.52,94.8622231060019,33,8.75,31.625,0.647058823529412,0.218978102189781,0.327731092436975,0.351351351351351,0.466666666666667,0.465753424657534,0.416666666666667,1.13219600175026,0.768018018018018,"Y",2014-04-01,22.5643835616438,26.1726466049383,2014-10-08,260,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"398","kaelin clay","Utah",2015,"WR",1992-01-02,70,195,22.7,2014,20.2,12.2,90.253567910811,11.23,4.26,90.4,96.1,113,6.97,4.51,90.3655610521534,33,9,30.88,0.658823529411765,0.510948905109489,0.613445378151261,0.351351351351351,0.333333333333333,0.384109589041096,0.277777777777778,1.45353151811515,0.629129129129129,"Y",2015-04-01,23.2602739726027,27.9765306122449,2015-10-08,184,36,300,300,147,300,300,300,300,300,300,300,300,300,300,300,147,0
"399","kain colter","Northwestern",2014,"WR",1992-05-24,70,198,22.3890410958904,NA,NA,10.8,NA,10.88,4.2,74,91.1,113,6.68,4.76,91.2405871815509,33.5,NA,NA,0.364705882352942,0.722627737226277,0.663865546218487,0.378378378378378,0.333333333333333,NA,0.277777777777778,NA,0.656156156156156,"N",2014-04-01,21.8684931506849,28.4069387755102,2014-10-08,260,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"400","kamar aiken","Central Florida",2011,"WR",1989-05-30,74,215,18.3,2007,25.9,16,NA,11.82,4.63,106.3,103.2,128,7.19,4.5,109.980730119482,36.5,NA,NA,0.670588235294117,0.350364963503649,0.302521008403361,0.540540540540541,0.6,NA,0.694444444444444,NA,1.23498498498498,"Y",2011-04-01,21.8520547945205,27.6013513513514,2011-10-08,260,109,300,300,300,94,27,98,130,300,300,300,300,300,300,300,27,1
"401","karel hamilton","Samford",2017,"WR",1995-03-30,72,199,18.4,2013,38.2,12.5,NA,11.72,4.62,83.2,84.4,115,7.1,4.66,93.9142781324879,34,NA,NA,0.48235294117647,0.416058394160584,0.310924369747899,0.405405405405405,0.466666666666667,NA,0.333333333333333,NA,0.738738738738739,"Y",2017-04-01,22.0219178082192,26.9863040123457,2017-10-08,260,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"402","kasen williams","Washington",2015,"WR",1992-12-05,73,219,20.8,2013,20.1,10.5,NA,11.56,4.46,93.7,100.4,119,7.1,4.65,99.2616600343618,35,8.25,NA,0.494117647058823,0.416058394160584,0.445378151260504,0.459459459459459,0.533333333333333,NA,0.444444444444444,NA,0.903903903903904,"Y",2015-04-01,22.3342465753425,28.8904109589041,2015-10-08,260,58,188,202,145,300,300,300,300,300,300,300,300,300,300,300,145,0
"403","kashif moore","Connecticut",2012,"WR",1988-11-21,69,180,21.8,2010,31.1,14.7,116.996917983982,10.87,4.05,89.2,131,126,6.82,4.42,120.432431109508,43.5,9.63,31,0.764705882352941,0.620437956204379,0.789915966386555,0.918918918918919,0.266666666666667,0.397260273972603,0.638888888888889,2.66702439389168,1.55780780780781,"Y",2012-04-01,23.3753424657534,26.578449905482,2012-10-08,260,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"404","kassim osgood","San Diego State",2003,"WR",1980-05-20,77,220,23.4,NA,NA,14.4,NA,11.63,4.44,96.7,94.7,122,7.19,4.68,94.9594482314905,31,9.5,NA,0.458823529411765,0.350364963503649,0.46218487394958,0.243243243243243,0.8,NA,0.527777777777778,NA,0.771021021021021,"N",2003-04-01,22.8794520547945,26.0853432282004,2003-10-08,260,61,300,300,300,174,161,300,154,144,152,300,178,189,300,300,144,0
"405","kd cannon","Baylor",2017,"WR",1995-11-05,71,182,18.8,2014,39.4,14,94.9446675927978,11.47,4.37,93.6,104,119,7.1,4.41,102.761764551952,37,8.88,30.75,0.776470588235294,0.416058394160584,0.521008403361344,0.567567567567568,0.4,0.36986301369863,0.444444444444444,1.66639251077588,1.01201201201201,"Y",2017-04-01,21.4191780821918,25.3810751834953,2017-10-08,260,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"406","kealoha pilares","Hawaii",2011,"WR",1988-02-20,70,201,22.5,2010,31.6,14.8,106.802529703577,10.96,4.11,96.6,126.1,125,6.85,4.47,114.282941922353,40.5,8.75,30.5,0.705882352941177,0.598540145985402,0.739495798319327,0.756756756756757,0.333333333333333,0.342465753424658,0.611111111111111,2.20444893055877,1.36786786786787,"Y",2011-04-01,23.1260273972603,28.8373469387755,2011-10-08,132,87,300,151,300,300,300,300,300,300,300,300,300,300,300,300,151,0
"407","keelan cole","KY Wesleyan",2017,"WR",1993-04-20,73,194,20.4,2013,60.7,24.6,NA,11.09,4.4,83.7,NA,NA,6.69,4.64,NA,NA,NA,NA,0.505882352941177,0.715328467153284,0.495798319327731,NA,0.533333333333333,NA,NA,NA,NA,"Y",2017-04-01,23.9643835616438,25.5924188403077,2017-10-08,260,260,48,300,300,300,300,300,300,300,300,300,300,300,300,300,48,NA
"408","keenan allen","California",2013,"WR",1992-04-27,74,206,18.4,2010,49.5,12.9,NA,NA,NA,84.9,NA,NA,NA,4.71,NA,NA,NA,32.75,0.423529411764706,NA,NA,NA,0.6,0.589041095890411,NA,NA,NA,"Y",2013-04-01,20.9424657534247,26.4459459459459,2013-10-08,76,10,18,35,41,164,3,300,300,300,300,300,300,300,300,300,3,1
"409","keenan burton","Kentucky",2008,"WR",1984-10-29,72.5,201,20.94,2005,41.5,11.2,115.831514883463,10.97,4.2,96.91914781,NA,125,6.77,4.48,110.782837404763,38.5,9.5,34.38,0.694117647058823,0.656934306569343,0.663865546218487,0.648648648648649,0.5,0.767671232876713,0.611111111111111,2.61414364574236,1.25975975975976,"Y",2008-04-01,23.4383561643836,26.882853745541,2008-10-08,128,17,113,100,300,300,300,300,300,300,300,300,300,300,300,300,100,0
"410","keenan reynolds","Navy",2016,"WR",1994-12-13,69,190,21.8356164383562,NA,NA,NA,NA,NA,NA,78.8,NA,120,NA,4.62,103.661096962722,37,8.75,29.875,0.529411764705882,NA,NA,0.567567567567568,0.266666666666667,0.273972602739726,0.472222222222222,NA,1.03978978978979,"N",2016-04-01,21.3150684931507,28.0550304557866,2016-10-08,182,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"411","keeon johnson","Virginia",2017,"WR",NA,74,211,NA,NA,15.7,11.9,NA,11.34,4.34,93.9,118.7,132,7,4.62,111.828007503766,35.5,NA,NA,0.529411764705882,0.489051094890511,0.546218487394958,0.486486486486487,0.6,NA,0.805555555555556,NA,1.29204204204204,"N",2017-04-01,NA,27.0878378378378,2017-10-08,260,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"412","keevan lucas","Tulsa",2017,"WR",1995-04-10,69,192,19.4,2014,41.5,13.3,82.8787146971315,11.66,4.43,84.7,89.5,119,7.23,4.55,94.8865293873741,32.5,9.88,31.88,0.611764705882353,0.321167883211678,0.470588235294118,0.324324324324324,0.266666666666667,0.493698630136986,0.444444444444444,1.1188938676259,0.768768768768769,"Y",2017-04-01,21.9917808219178,28.3503465658475,2017-10-08,260,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"413","keith mumphery","Michigan State",2015,"WR",1992-06-05,72,215,23.3561643835616,NA,12.9,19,90.3871385199345,11.32,4.25,99.8,104.6,121,7.07,4.54,96.6851942089135,32.5,9.13,31.13,0.623529411764706,0.437956204379562,0.621848739495798,0.324324324324324,0.466666666666667,0.411506849315068,0.5,1.45959235126213,0.824324324324324,"N",2015-04-01,22.8356164383562,29.1560570987654,2015-10-08,175,49,138,149,300,300,300,300,300,300,300,300,300,300,300,300,138,0
"414","kelvin benjamin","Florida State",2014,"WR",1991-02-05,77,240,22.6,2013,29.3,18.7,102.964984770127,11.72,4.39,112.1,98.2,119,7.33,4.61,94.8865293873741,32.5,10.25,34.88,0.541176470588235,0.248175182481752,0.504201680672269,0.324324324324324,0.8,0.822465753424658,0.444444444444444,2.03031841121575,0.768768768768769,"Y",2014-04-01,23.1671232876712,28.4567380671277,2014-10-08,28,62,15,300,25,47,300,300,300,300,300,300,300,300,300,300,15,1
"415","kenbrell thompkins","Cincinnati",2013,"WR",1988-07-29,73,190,25.2109589041096,NA,14.5,15.9,99.376600785246,11.09,4.21,89.4,94,121,6.88,4.54,98.4352464677086,33.5,8.68,32.28,0.623529411764706,0.576642335766423,0.65546218487395,0.378378378378378,0.533333333333333,0.537534246575343,0.5,1.86749369444355,0.878378378378378,"N",2013-04-01,24.6904109589041,25.0647401013323,2013-10-08,260,80,67,108,130,300,300,300,300,300,300,300,300,300,300,300,67,0
"416","kendall wright","Baylor",2012,"WR",1989-11-12,70,196,18.8,2008,35.7,15.4,95.621042677577,11.11,4.18,83.2,94.8,121,6.93,4.61,107.185507761684,38.5,8.63,30.5,0.541176470588235,0.54014598540146,0.680672268907563,0.648648648648649,0.333333333333333,0.342465753424658,0.5,1.69708336829697,1.14864864864865,"Y",2012-04-01,22.4,28.12,2012-10-08,20,10,45,20,41,75,85,52,300,300,300,300,300,300,300,300,20,1
"417","kendrick bourne","Eastern Washington",2017,"WR",1995-08-04,73,203,19.1,2014,20.6,14.4,99.5457246038525,10.94,4.21,84.6,92.4,125,6.73,4.68,102.907602240185,34,9.13,32.5,0.458823529411765,0.686131386861313,0.65546218487395,0.405405405405405,0.533333333333333,0.561643835616438,0.611111111111111,1.87516777224014,1.01651651651652,"Y",2017-04-01,21.6739726027397,26.7796960030024,2017-10-08,260,145,118,300,300,300,300,300,300,300,300,300,300,300,300,300,118,NA
"418","kenneth moore","Wake Forest",2008,"WR",1985-02-19,70.75,195,22.63,2007,38.5,10.4,86.2604478193635,11.39,4.3,87.17370903,NA,120,7.09,4.51,87.9106266335658,28,9,31.13,0.658823529411765,0.423357664233577,0.579831932773109,0.0810810810810811,0.383333333333333,0.411506849315068,0.472222222222222,1.27234169822222,0.553303303303303,"Y",2008-04-01,23.1287671232877,27.3865324826131,2008-10-08,136,49,300,137,300,300,300,300,300,300,300,300,300,300,300,300,137,0
"419","kenneth walker","UCLA",2017,"WR",1994-04-01,69,188,23.5369863013699,NA,15.5,16.6,NA,11.68,4.4,99.3,110.3,115,7.28,4.35,90.4141736148977,32,NA,NA,0.847058823529412,0.284671532846715,0.495798319327731,0.297297297297297,0.266666666666667,NA,0.333333333333333,NA,0.630630630630631,"N",2017-04-01,23.0164383561644,27.7597143457257,2017-10-08,260,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"420","kenny bell","Nebraska",2015,"WR",1992-02-25,73,197,19.5,2011,29.2,17,119.615484309404,10.81,4.15,103.2,110.8,129,6.66,4.42,119.630323824227,41.5,9.25,31.63,0.764705882352941,0.737226277372263,0.705882352941176,0.810810810810811,0.533333333333333,0.466301369863014,0.722222222222222,2.78584314965538,1.53303303303303,"Y",2015-04-01,23.1123287671233,25.9881778945393,2015-10-08,162,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"421","kenny britt","Rutgers",2009,"WR",1988-09-19,75,215,19,2007,36.1,17.8,NA,NA,NA,102.2,NA,124,NA,4.56,107.258426605801,37,NA,NA,0.6,NA,NA,0.567567567567568,0.666666666666667,NA,0.583333333333333,NA,1.1509009009009,"Y",2009-04-01,20.5452054794521,26.8702222222222,2009-10-08,30,73,51,34,97,60,138,54,55,26,101,300,300,300,300,300,26,1
"422","kenny cook","Gardner-Webb",2015,"WR",1992-05-20,76,218,20.3,2012,30,11.8,101.015795825231,11.5,4.37,97.1,93.2,120,7.13,4.65,96.6608879275413,33,10.375,34.5,0.494117647058823,0.394160583941606,0.521008403361344,0.351351351351351,0.733333333333333,0.780821917808219,0.472222222222222,1.94187298864518,0.823573573573574,"Y",2015-04-01,22.8794520547945,26.5328947368421,2015-10-08,260,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,0
"423","kenny golladay","Northern Illinois",2017,"WR",1993-11-03,76,218,19.8,2013,41.8,14.4,107.111586968485,11.15,4.15,110.7,118.2,120,7,4.5,101.036018574529,35.5,9.75,32,0.670588235294117,0.489051094890511,0.705882352941176,0.486486486486487,0.733333333333333,0.506849315068493,0.472222222222222,2.2184725584194,0.958708708708709,"Y",2017-04-01,23.4246575342466,26.5328947368421,2017-10-08,96,92,70,300,300,300,300,300,300,300,300,300,300,300,300,300,70,NA
"424","kenny lawler","California",2016,"WR",1994-06-25,74,203,20.2,2014,22,12.8,95.7786841947893,11.33,4.2,88.8,NA,111,7.13,4.64,85.0667917130237,31,10.5,33.38,0.505882352941177,0.394160583941606,0.663865546218487,0.243243243243243,0.6,0.658082191780822,0.222222222222222,1.704236430929,0.465465465465465,"Y",2016-04-01,21.7835616438356,26.0608108108108,2016-10-08,243,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0
"425","kenny shaw","Florida State",2014,"WR",1992-01-15,71,174,22.7452054794521,NA,17.7,17.3,95.9086649152129,10.89,4.27,74.9,86.2,120,6.62,4.61,96.6608879275413,33,NA,31.25,0.541176470588235,0.766423357664233,0.605042016806723,0.351351351351351,0.4,0.424657534246575,0.472222222222222,1.710134371082,0.823573573573574,"N",2014-04-01,22.2246575342466,24.265423527078,2014-10-08,260,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,0
"426","kenny stills","Oklahoma",2013,"WR",1992-04-22,72,194,19.4,2011,29.3,11.7,98.1831078304585,11.26,4.13,104,115.5,124,7.13,4.38,101.133243700018,33.5,9.08,30.48,0.811764705882353,0.394160583941606,0.722689075630252,0.378378378378378,0.466666666666667,0.34027397260274,0.583333333333333,1.81333835511764,0.961711711711712,"Y",2013-04-01,20.9561643835616,26.3082561728395,2013-10-08,144,5,55,38,82,46,26,300,300,300,300,300,300,300,300,300,26,1
"427","keon hatcher","Arkansas",2017,"WR",1994-09-11,73,212,20,2014,28.4,16.9,NA,NA,NA,91.5,NA,NA,NA,4.64,NA,NA,9.5,32,0.505882352941177,NA,NA,NA,0.533333333333333,0.506849315068493,NA,NA,NA,"Y",2017-04-01,22.5698630136986,27.9669731656971,2017-10-08,260,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"428","kermit whitfield","Florida State",2017,"WR",1993-10-08,68,185,21.9,2015,16.8,12.8,NA,11.54,4.37,88.7,91.4,120,7.17,4.44,95.7858617981438,32.5,8.5,NA,0.741176470588235,0.364963503649635,0.521008403361344,0.324324324324324,0.2,NA,0.472222222222222,NA,0.796546546546547,"Y",2017-04-01,23.4958904109589,28.1260813148789,2017-10-08,260,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"429","kerry meier","Kansas",2010,"WR",1986-11-12,74.13,224,21.9,2008,31,9.7,NA,NA,4.23,99.86571129,NA,115,NA,4.62,95.664330391283,35,NA,NA,0.529411764705882,NA,0.638655462184874,0.459459459459459,0.608666666666666,NA,0.333333333333333,NA,0.792792792792793,"Y",2010-04-01,23.4,28.6559851278291,2010-10-08,165,53,300,187,300,300,300,300,300,300,300,300,300,300,300,300,187,0
"430","kerry taylor","Arizona State",2011,"WR",1989-02-20,72,200,19.5,2008,19.1,12.9,104.762094372729,10.81,4.18,91.2,111.9,120,6.63,4.56,105.411149221517,38,NA,30.375,0.6,0.759124087591241,0.680672268907563,0.621621621621622,0.466666666666667,0.328767123287671,0.472222222222222,2.11186315762113,1.09384384384384,"Y",2011-04-01,22.1232876712329,27.1219135802469,2011-10-08,260,5,300,300,111,300,300,300,300,300,300,300,300,300,300,300,111,0
"431","keshawn martin","Michigan State",2012,"WR",1990-03-15,71,189,22.5835616438356,NA,18.7,11.8,108.262943897524,10.98,4.13,93.8,114,122,6.85,4.45,109.834892431249,39.5,9.25,31.5,0.729411764705882,0.598540145985402,0.722689075630252,0.702702702702703,0.4,0.452054794520548,0.527777777777778,2.27071595451758,1.23048048048048,"N",2012-04-01,22.0630136986301,26.3572703828605,2012-10-08,121,38,128,106,154,96,300,300,300,300,300,300,300,300,300,300,96,0
"432","kevin cone","Georgia Tech",2011,"WR",1988-03-20,74,216,23.5671232876712,NA,10,16.3,NA,11.88,4.35,110.7,117.2,121,7.53,4.46,102.810377114696,36,NA,NA,0.717647058823529,0.102189781021898,0.53781512605042,0.513513513513513,0.6,NA,0.5,NA,1.01351351351351,"N",2011-04-01,23.0465753424658,27.7297297297297,2011-10-08,260,69,300,202,180,300,300,300,300,300,300,300,300,300,300,300,180,0
"433","kevin dorsey","Maryland",2013,"WR",1990-02-23,73,207,21.5,2011,21.7,12.7,104.920924512212,11.36,4.28,99.2,112.7,130,7.08,4.52,114.404473329214,38,9.625,33.75,0.647058823529412,0.430656934306569,0.596638655462185,0.621621621621622,0.533333333333333,0.698630136986301,0.75,2.11907015458276,1.37162162162162,"Y",2013-04-01,23.1178082191781,27.3073747419779,2013-10-08,224,62,300,186,300,300,300,300,300,300,300,300,300,300,300,300,186,0
"434","kevin elliott","Florida A&M",2012,"WR",1988-12-21,75,213,19.7,2008,34.6,17.6,NA,10.92,4.2,99.5,108.4,122,6.72,4.58,100.209605007876,34,NA,NA,0.576470588235294,0.693430656934307,0.663865546218487,0.405405405405405,0.666666666666667,NA,0.527777777777778,NA,0.933183183183183,"Y",2012-04-01,23.2931506849315,26.6202666666667,2012-10-08,260,224,139,300,300,300,300,300,300,300,300,300,300,300,300,300,139,0
